,DIVIDED_HWY,LANES,MEDIAN_WIDTH,NLFID,ROUTE_NBR,ROUTE_TYPE,SHLD_LT_TOTAL_WIDTH,SHLD_RT_TOTAL_WIDTH,SPEED_LIMIT_NBR,STREET_NAME_TXT,STREET_DIR_SUFFIX,SURFACE_LT_WIDTH,SURFACE_RT_WIDTH
296878,N,0.0,0.0,SFRARA25542**C,25542,RA,0.0,0.0,0.0,,,0.0,0.0
296879,N,0.0,0.0,SFRARA25543**C,25543,RA,0.0,0.0,0.0,,,0.0,0.0
296880,N,0.0,0.0,SFRARA25543**C,25543,RA,0.0,0.0,0.0,,,0.0,0.0
296881,N,0.0,0.0,SFRARA25543**C,25543,RA,0.0,0.0,0.0,,,0.0,0.0
296882,N,0.0,0.0,SFRARA25544**C,25544,RA,0.0,0.0,0.0,,,0.0,0.0
296883,N,0.0,0.0,SFRARA25544**C,25544,RA,0.0,0.0,0.0,,,0.0,0.0
296884,N,0.0,0.0,SFRARA25544**C,25544,RA,0.0,0.0,0.0,,,0.0,0.0
296885,N,0.0,0.0,SFRARA25544**C,25544,RA,0.0,0.0,0.0,,,0.0,0.0
296886,N,0.0,0.0,SFRARA25544**C,25544,RA,0.0,0.0,0.0,,,0.0,0.0
296887,N,0.0,0.0,SFRARA25544**C,25544,RA,0.0,0.0,0.0,,,0.0,0.0
296888,N,0.0,0.0,SFRARA25549**C,25549,RA,0.0,0.0,0.0,,,0.0,0.0
296889,N,0.0,0.0,SFRARA25549**C,25549,RA,0.0,0.0,0.0,,,0.0,0.0
296890,N,0.0,0.0,SFRARA25549**C,25549,RA,0.0,0.0,0.0,,,0.0,0.0
296891,N,0.0,0.0,SFRARA25551**C,25551,RA,0.0,0.0,0.0,,,0.0,0.0
296892,N,0.0,0.0,SFRARA25551**C,25551,RA,0.0,0.0,0.0,,,0.0,0.0
296893,N,0.0,0.0,SFRARA25551**C,25551,RA,0.0,0.0,0.0,,,0.0,0.0
296894,N,0.0,0.0,SFRARA25555**C,25555,RA,0.0,0.0,0.0,,,0.0,0.0
296895,N,0.0,0.0,SFRARA25555**C,25555,RA,0.0,0.0,0.0,,,0.0,0.0
296896,N,0.0,0.0,SFRARA25555**C,25555,RA,0.0,0.0,0.0,,,0.0,0.0
296897,N,0.0,0.0,SFRARA25556**C,25556,RA,0.0,0.0,0.0,,,0.0,0.0
296898,N,0.0,0.0,SFRARA25556**C,25556,RA,0.0,0.0,0.0,,,0.0,0.0
296899,N,0.0,0.0,SFRARA25556**C,25556,RA,0.0,0.0,0.0,,,0.0,0.0
296900,N,0.0,0.0,SFRARA25556**C,25556,RA,0.0,0.0,0.0,,,0.0,0.0
296901,N,0.0,0.0,SFRARA25557**C,25557,RA,0.0,0.0,0.0,,,0.0,0.0
296902,N,0.0,0.0,SFRARA25557**C,25557,RA,0.0,0.0,0.0,,,0.0,0.0
296903,N,0.0,0.0,SFRARA25557**C,25557,RA,0.0,0.0,0.0,,,0.0,0.0
296904,N,0.0,0.0,SFRARA25558**C,25558,RA,0.0,0.0,0.0,,,0.0,0.0
296905,N,0.0,0.0,SFRARA25558**C,25558,RA,0.0,0.0,0.0,,,0.0,0.0
296906,N,0.0,0.0,SFRARA25558**C,25558,RA,0.0,0.0,0.0,,,0.0,0.0
296907,N,0.0,0.0,SFRARA25559**C,25559,RA,0.0,0.0,0.0,,,0.0,0.0
296908,N,0.0,0.0,SFRARA25559**C,25559,RA,0.0,0.0,0.0,,,0.0,0.0
296909,N,0.0,0.0,SFRARA25559**C,25559,RA,0.0,0.0,0.0,,,0.0,0.0
296910,N,0.0,0.0,SFRARA25560**C,25560,RA,0.0,0.0,0.0,,,0.0,0.0
296911,N,0.0,0.0,SFRARA25560**C,25560,RA,0.0,0.0,0.0,,,0.0,0.0
296912,N,0.0,0.0,SFRARA25560**C,25560,RA,0.0,0.0,0.0,,,0.0,0.0
296913,N,0.0,0.0,SFRARA25561**C,25561,RA,0.0,0.0,0.0,,,0.0,0.0
296914,N,0.0,0.0,SFRARA25561**C,25561,RA,0.0,0.0,0.0,,,0.0,0.0
296915,N,0.0,0.0,SFRARA25561**C,25561,RA,0.0,0.0,0.0,,,0.0,0.0
296916,N,0.0,0.0,SFRARA25562**C,25562,RA,0.0,0.0,0.0,,,0.0,0.0
296917,N,0.0,0.0,SFRARA25562**C,25562,RA,0.0,0.0,0.0,,,0.0,0.0
296918,N,0.0,0.0,SFRARA25562**C,25562,RA,0.0,0.0,0.0,,,0.0,0.0
296919,N,0.0,0.0,SFRARA25563**C,25563,RA,0.0,0.0,0.0,,,0.0,0.0
296920,N,0.0,0.0,SFRARA25563**C,25563,RA,0.0,0.0,0.0,,,0.0,0.0
296921,N,0.0,0.0,SFRARA25563**C,25563,RA,0.0,0.0,0.0,,,0.0,0.0
296922,N,0.0,0.0,SFRARA25564**C,25564,RA,0.0,0.0,0.0,,,0.0,0.0
296923,N,0.0,0.0,SFRARA25564**C,25564,RA,0.0,0.0,0.0,,,0.0,0.0
296924,N,0.0,0.0,SFRARA25564**C,25564,RA,0.0,0.0,0.0,,,0.0,0.0
296925,N,0.0,0.0,SFRARA25565**C,25565,RA,0.0,0.0,0.0,,,0.0,0.0
296926,N,0.0,0.0,SFRARA25565**C,25565,RA,0.0,0.0,0.0,,,0.0,0.0
296927,N,0.0,0.0,SFRARA25565**C,25565,RA,0.0,0.0,0.0,,,0.0,0.0
296928,N,0.0,0.0,SFRARA25566**C,25566,RA,0.0,0.0,0.0,,,0.0,0.0
296929,N,0.0,0.0,SFRARA25566**C,25566,RA,0.0,0.0,0.0,,,0.0,0.0
296930,N,0.0,0.0,SFRARA25566**C,25566,RA,0.0,0.0,0.0,,,0.0,0.0
296931,N,0.0,0.0,SFRARA25567**C,25567,RA,0.0,0.0,0.0,,,0.0,0.0
296932,N,0.0,0.0,SFRARA25567**C,25567,RA,0.0,0.0,0.0,,,0.0,0.0
296933,N,0.0,0.0,SFRARA25567**C,25567,RA,0.0,0.0,0.0,,,0.0,0.0
296934,N,0.0,0.0,SFRARA25568**C,25568,RA,0.0,0.0,0.0,,,0.0,0.0
296935,N,0.0,0.0,SFRARA25568**C,25568,RA,0.0,0.0,0.0,,,0.0,0.0
296936,N,0.0,0.0,SFRARA25568**C,25568,RA,0.0,0.0,0.0,,,0.0,0.0
296937,N,0.0,0.0,SFRARA25568**C,25568,RA,0.0,0.0,0.0,,,0.0,0.0
296938,N,0.0,0.0,SFRARA25569**C,25569,RA,0.0,0.0,0.0,,,0.0,0.0
296939,N,0.0,0.0,SFRARA25569**C,25569,RA,0.0,0.0,0.0,,,0.0,0.0
296940,N,0.0,0.0,SFRARA25569**C,25569,RA,0.0,0.0,0.0,,,0.0,0.0
296941,N,0.0,0.0,SFRARA25570**C,25570,RA,0.0,0.0,0.0,,,0.0,0.0
296942,N,0.0,0.0,SFRARA25570**C,25570,RA,0.0,0.0,0.0,,,0.0,0.0
296943,N,0.0,0.0,SFRARA25570**C,25570,RA,0.0,0.0,0.0,,,0.0,0.0
296944,N,0.0,0.0,SFRARA25571**C,25571,RA,0.0,0.0,0.0,,,0.0,0.0
296945,N,0.0,0.0,SFRARA25571**C,25571,RA,0.0,0.0,0.0,,,0.0,0.0
296946,N,0.0,0.0,SFRARA25571**C,25571,RA,0.0,0.0,0.0,,,0.0,0.0
296947,N,0.0,0.0,SFRARA25572**C,25572,RA,0.0,0.0,0.0,,,0.0,0.0
296948,N,0.0,0.0,SFRARA25572**C,25572,RA,0.0,0.0,0.0,,,0.0,0.0
296949,N,0.0,0.0,SFRARA25572**C,25572,RA,0.0,0.0,0.0,,,0.0,0.0
296950,N,0.0,0.0,SFRARA25573**C,25573,RA,0.0,0.0,0.0,,,0.0,0.0
296951,N,0.0,0.0,SFRARA25573**C,25573,RA,0.0,0.0,0.0,,,0.0,0.0
296952,N,0.0,0.0,SFRARA25573**C,25573,RA,0.0,0.0,0.0,,,0.0,0.0
296953,N,0.0,0.0,SFRARA25574**C,25574,RA,0.0,0.0,0.0,,,0.0,0.0
296954,N,0.0,0.0,SFRARA25574**C,25574,RA,0.0,0.0,0.0,,,0.0,0.0
296955,N,0.0,0.0,SFRARA25574**C,25574,RA,0.0,0.0,0.0,,,0.0,0.0
296956,N,0.0,0.0,SFRARA25574**C,25574,RA,0.0,0.0,0.0,,,0.0,0.0
296957,N,0.0,0.0,SFRARA25576**C,25576,RA,0.0,0.0,0.0,,,0.0,0.0
296958,N,0.0,0.0,SFRARA25576**C,25576,RA,0.0,0.0,0.0,,,0.0,0.0
296959,N,0.0,0.0,SFRARA25576**C,25576,RA,0.0,0.0,0.0,,,0.0,0.0
296960,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296961,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296962,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296963,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296964,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296965,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296966,N,0.0,0.0,SFRARA25577**C,25577,RA,0.0,0.0,0.0,,,0.0,0.0
296967,N,0.0,0.0,SFRARA25578**C,25578,RA,0.0,0.0,0.0,,,0.0,0.0
296968,N,0.0,0.0,SFRARA25578**C,25578,RA,0.0,0.0,0.0,,,0.0,0.0
296969,N,0.0,0.0,SFRARA25578**C,25578,RA,0.0,0.0,0.0,,,0.0,0.0
296970,N,0.0,0.0,SFRARA25579**C,25579,RA,0.0,0.0,0.0,,,0.0,0.0
296971,N,0.0,0.0,SFRARA25579**C,25579,RA,0.0,0.0,0.0,,,0.0,0.0
296972,N,0.0,0.0,SFRARA25579**C,25579,RA,0.0,0.0,0.0,,,0.0,0.0
296973,N,0.0,0.0,SFRARA25580**C,25580,RA,0.0,0.0,0.0,,,0.0,0.0
296974,N,0.0,0.0,SFRARA25580**C,25580,RA,0.0,0.0,0.0,,,0.0,0.0
296975,N,0.0,0.0,SFRARA25580**C,25580,RA,0.0,0.0,0.0,,,0.0,0.0
296976,N,0.0,0.0,SFRARA25581**C,25581,RA,0.0,0.0,0.0,,,0.0,0.0
296977,N,0.0,0.0,SFRARA25581**C,25581,RA,0.0,0.0,0.0,,,0.0,0.0
296978,N,0.0,0.0,SFRARA25581**C,25581,RA,0.0,0.0,0.0,,,0.0,0.0
296979,N,0.0,0.0,SFRARA25581**C,25581,RA,0.0,0.0,0.0,,,0.0,0.0
296980,N,0.0,0.0,SFRARA25582**C,25582,RA,0.0,0.0,0.0,,,0.0,0.0
296981,N,0.0,0.0,SFRARA25582**C,25582,RA,0.0,0.0,0.0,,,0.0,0.0
296982,N,0.0,0.0,SFRARA25582**C,25582,RA,0.0,0.0,0.0,,,0.0,0.0
296983,N,0.0,0.0,SFRARA25583**C,25583,RA,0.0,0.0,0.0,,,0.0,0.0
296984,N,0.0,0.0,SFRARA25583**C,25583,RA,0.0,0.0,0.0,,,0.0,0.0
296985,N,0.0,0.0,SFRARA25583**C,25583,RA,0.0,0.0,0.0,,,0.0,0.0
296986,N,0.0,0.0,SFRARA25584**C,25584,RA,0.0,0.0,0.0,,,0.0,0.0
296987,N,0.0,0.0,SFRARA25584**C,25584,RA,0.0,0.0,0.0,,,0.0,0.0
296988,N,0.0,0.0,SFRARA25584**C,25584,RA,0.0,0.0,0.0,,,0.0,0.0
296989,N,0.0,0.0,SFRARA25585**C,25585,RA,0.0,0.0,0.0,,,0.0,0.0
296990,N,0.0,0.0,SFRARA25585**C,25585,RA,0.0,0.0,0.0,,,0.0,0.0
296991,N,0.0,0.0,SFRARA25585**C,25585,RA,0.0,0.0,0.0,,,0.0,0.0
296992,N,0.0,0.0,SFRARA25586**C,25586,RA,0.0,0.0,0.0,,,0.0,0.0
296993,N,0.0,0.0,SFRARA25586**C,25586,RA,0.0,0.0,0.0,,,0.0,0.0
296994,N,0.0,0.0,SFRARA25586**C,25586,RA,0.0,0.0,0.0,,,0.0,0.0
296995,N,0.0,0.0,SFRARA25588**C,25588,RA,0.0,0.0,0.0,,,0.0,0.0
296996,N,0.0,0.0,SFRARA25588**C,25588,RA,0.0,0.0,0.0,,,0.0,0.0
296997,N,0.0,0.0,SFRARA25588**C,25588,RA,0.0,0.0,0.0,,,0.0,0.0
296998,N,0.0,0.0,SFRARA25590**C,25590,RA,0.0,0.0,0.0,,,0.0,0.0
296999,N,0.0,0.0,SFRARA25590**C,25590,RA,0.0,0.0,0.0,,,0.0,0.0
297000,N,0.0,0.0,SFRARA25590**C,25590,RA,0.0,0.0,0.0,,,0.0,0.0
297001,N,0.0,0.0,SFRARA25591**C,25591,RA,0.0,0.0,0.0,,,0.0,0.0
297002,N,0.0,0.0,SFRARA25591**C,25591,RA,0.0,0.0,0.0,,,0.0,0.0
297003,N,0.0,0.0,SFRARA25591**C,25591,RA,0.0,0.0,0.0,,,0.0,0.0
297004,N,0.0,0.0,SFRARA25593**C,25593,RA,0.0,0.0,0.0,,,0.0,0.0
297005,N,0.0,0.0,SFRARA25593**C,25593,RA,0.0,0.0,0.0,,,0.0,0.0
297006,N,0.0,0.0,SFRARA25593**C,25593,RA,0.0,0.0,0.0,,,0.0,0.0
297007,N,0.0,0.0,SFRARA25595**C,25595,RA,0.0,0.0,0.0,,,0.0,0.0
297008,N,0.0,0.0,SFRARA25595**C,25595,RA,0.0,0.0,0.0,,,0.0,0.0
297009,N,0.0,0.0,SFRARA25595**C,25595,RA,0.0,0.0,0.0,,,0.0,0.0
297010,N,0.0,0.0,SFRARA25596**C,25596,RA,0.0,0.0,0.0,,,0.0,0.0
297011,N,0.0,0.0,SFRARA25596**C,25596,RA,0.0,0.0,0.0,,,0.0,0.0
297012,N,0.0,0.0,SFRARA25596**C,25596,RA,0.0,0.0,0.0,,,0.0,0.0
297013,N,0.0,0.0,SFRARA25596**C,25596,RA,0.0,0.0,0.0,,,0.0,0.0
297014,N,0.0,0.0,SFRARA25597**C,25597,RA,0.0,0.0,0.0,,,0.0,0.0
297015,N,0.0,0.0,SFRARA25597**C,25597,RA,0.0,0.0,0.0,,,0.0,0.0
297016,N,0.0,0.0,SFRARA25597**C,25597,RA,0.0,0.0,0.0,,,0.0,0.0
297017,N,0.0,0.0,SFRARA25598**C,25598,RA,0.0,0.0,0.0,,,0.0,0.0
297018,N,0.0,0.0,SFRARA25598**C,25598,RA,0.0,0.0,0.0,,,0.0,0.0
297019,N,0.0,0.0,SFRARA25598**C,25598,RA,0.0,0.0,0.0,,,0.0,0.0
297020,N,0.0,0.0,SFRARA25599**C,25599,RA,0.0,0.0,0.0,,,0.0,0.0
297021,N,0.0,0.0,SFRARA25599**C,25599,RA,0.0,0.0,0.0,,,0.0,0.0
297022,N,0.0,0.0,SFRARA25599**C,25599,RA,0.0,0.0,0.0,,,0.0,0.0
297023,N,0.0,0.0,SFRARA25599**C,25599,RA,0.0,0.0,0.0,,,0.0,0.0
297024,N,0.0,0.0,SFRARA25600**C,25600,RA,0.0,0.0,0.0,,,0.0,0.0
297025,N,0.0,0.0,SFRARA25600**C,25600,RA,0.0,0.0,0.0,,,0.0,0.0
297026,N,0.0,0.0,SFRARA25600**C,25600,RA,0.0,0.0,0.0,,,0.0,0.0
297027,N,0.0,0.0,SFRARA25601**C,25601,RA,0.0,0.0,0.0,,,0.0,0.0
297028,N,0.0,0.0,SFRARA25601**C,25601,RA,0.0,0.0,0.0,,,0.0,0.0
297029,N,0.0,0.0,SFRARA25601**C,25601,RA,0.0,0.0,0.0,,,0.0,0.0
297030,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297031,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297032,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297033,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297034,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297035,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297036,N,0.0,0.0,SFRARA25602**C,25602,RA,0.0,0.0,0.0,,,0.0,0.0
297037,N,0.0,0.0,SFRARA25603**C,25603,RA,0.0,0.0,0.0,,,0.0,0.0
297038,N,0.0,0.0,SFRARA25603**C,25603,RA,0.0,0.0,0.0,,,0.0,0.0
297039,N,0.0,0.0,SFRARA25603**C,25603,RA,0.0,0.0,0.0,,,0.0,0.0
297040,N,0.0,0.0,SFRARA25603**C,25603,RA,0.0,0.0,0.0,,,0.0,0.0
297041,N,0.0,0.0,SFRARA25604**C,25604,RA,0.0,0.0,0.0,,,0.0,0.0
297042,N,0.0,0.0,SFRARA25604**C,25604,RA,0.0,0.0,0.0,,,0.0,0.0
297043,N,0.0,0.0,SFRARA25604**C,25604,RA,0.0,0.0,0.0,,,0.0,0.0
297044,N,0.0,0.0,SFRARA25605**C,25605,RA,0.0,0.0,0.0,,,0.0,0.0
297045,N,0.0,0.0,SFRARA25605**C,25605,RA,0.0,0.0,0.0,,,0.0,0.0
297046,N,0.0,0.0,SFRARA25605**C,25605,RA,0.0,0.0,0.0,,,0.0,0.0
297047,N,0.0,0.0,SFRARA25606**C,25606,RA,0.0,0.0,0.0,,,0.0,0.0
297048,N,0.0,0.0,SFRARA25606**C,25606,RA,0.0,0.0,0.0,,,0.0,0.0
297049,N,0.0,0.0,SFRARA25606**C,25606,RA,0.0,0.0,0.0,,,0.0,0.0
297050,N,0.0,0.0,SFRARA25606**C,25606,RA,0.0,0.0,0.0,,,0.0,0.0
297051,N,0.0,0.0,SFRARA25607**C,25607,RA,0.0,0.0,0.0,,,0.0,0.0
297052,N,0.0,0.0,SFRARA25607**C,25607,RA,0.0,0.0,0.0,,,0.0,0.0
297053,N,0.0,0.0,SFRARA25607**C,25607,RA,0.0,0.0,0.0,,,0.0,0.0
297054,N,0.0,0.0,SFRARA25608**C,25608,RA,0.0,0.0,0.0,,,0.0,0.0
297055,N,0.0,0.0,SFRARA25608**C,25608,RA,0.0,0.0,0.0,,,0.0,0.0
297056,N,0.0,0.0,SFRARA25608**C,25608,RA,0.0,0.0,0.0,,,0.0,0.0
297057,N,0.0,0.0,SFRARA25609**C,25609,RA,0.0,0.0,0.0,,,0.0,0.0
297058,N,0.0,0.0,SFRARA25609**C,25609,RA,0.0,0.0,0.0,,,0.0,0.0
297059,N,0.0,0.0,SFRARA25609**C,25609,RA,0.0,0.0,0.0,,,0.0,0.0
297060,N,0.0,0.0,SFRARA25609**C,25609,RA,0.0,0.0,0.0,,,0.0,0.0
297061,N,0.0,0.0,SFRARA25609**C,25609,RA,0.0,0.0,0.0,,,0.0,0.0
297062,N,0.0,0.0,SFRARA25609**C,25609,RA,0.0,0.0,0.0,,,0.0,0.0
297063,N,0.0,0.0,SFRARA25610**C,25610,RA,0.0,0.0,0.0,,,0.0,0.0
297064,N,0.0,0.0,SFRARA25610**C,25610,RA,0.0,0.0,0.0,,,0.0,0.0
297065,N,0.0,0.0,SFRARA25610**C,25610,RA,0.0,0.0,0.0,,,0.0,0.0
297066,N,0.0,0.0,SFRARA25610**C,25610,RA,0.0,0.0,0.0,,,0.0,0.0
297067,N,0.0,0.0,SFRARA25611**C,25611,RA,0.0,0.0,0.0,,,0.0,0.0
297068,N,0.0,0.0,SFRARA25611**C,25611,RA,0.0,0.0,0.0,,,0.0,0.0
297069,N,0.0,0.0,SFRARA25611**C,25611,RA,0.0,0.0,0.0,,,0.0,0.0
297070,N,0.0,0.0,SFRARA25612**C,25612,RA,0.0,0.0,0.0,,,0.0,0.0
297071,N,0.0,0.0,SFRARA25612**C,25612,RA,0.0,0.0,0.0,,,0.0,0.0
297072,N,0.0,0.0,SFRARA25612**C,25612,RA,0.0,0.0,0.0,,,0.0,0.0
297073,N,0.0,0.0,SFRARA25612**C,25612,RA,0.0,0.0,0.0,,,0.0,0.0
297074,N,0.0,0.0,SFRARA25612**C,25612,RA,0.0,0.0,0.0,,,0.0,0.0
297075,N,0.0,0.0,SFRARA25613**C,25613,RA,0.0,0.0,0.0,,,0.0,0.0
297076,N,0.0,0.0,SFRARA25613**C,25613,RA,0.0,0.0,0.0,,,0.0,0.0
297077,N,0.0,0.0,SFRARA25613**C,25613,RA,0.0,0.0,0.0,,,0.0,0.0
297078,N,0.0,0.0,SFRARA25614**C,25614,RA,0.0,0.0,0.0,,,0.0,0.0
297079,N,0.0,0.0,SFRARA25614**C,25614,RA,0.0,0.0,0.0,,,0.0,0.0
297080,N,0.0,0.0,SFRARA25614**C,25614,RA,0.0,0.0,0.0,,,0.0,0.0
297081,N,0.0,0.0,SFRARA25614**C,25614,RA,0.0,0.0,0.0,,,0.0,0.0
297082,N,0.0,0.0,SFRARA25614**C,25614,RA,0.0,0.0,0.0,,,0.0,0.0
297083,N,0.0,0.0,SFRARA25615**C,25615,RA,0.0,0.0,0.0,,,0.0,0.0
297084,N,0.0,0.0,SFRARA25615**C,25615,RA,0.0,0.0,0.0,,,0.0,0.0
297085,N,0.0,0.0,SFRARA25615**C,25615,RA,0.0,0.0,0.0,,,0.0,0.0
297086,N,0.0,0.0,SFRARA25616**C,25616,RA,0.0,0.0,0.0,,,0.0,0.0
297087,N,0.0,0.0,SFRARA25616**C,25616,RA,0.0,0.0,0.0,,,0.0,0.0
297088,N,0.0,0.0,SFRARA25616**C,25616,RA,0.0,0.0,0.0,,,0.0,0.0
297089,N,0.0,0.0,SFRARA25617**C,25617,RA,0.0,0.0,0.0,,,0.0,0.0
297090,N,0.0,0.0,SFRARA25617**C,25617,RA,0.0,0.0,0.0,,,0.0,0.0
297091,N,0.0,0.0,SFRARA25617**C,25617,RA,0.0,0.0,0.0,,,0.0,0.0
297092,N,0.0,0.0,SFRARA25617**C,25617,RA,0.0,0.0,0.0,,,0.0,0.0
297093,N,0.0,0.0,SFRARA25618**C,25618,RA,0.0,0.0,0.0,,,0.0,0.0
297094,N,0.0,0.0,SFRARA25618**C,25618,RA,0.0,0.0,0.0,,,0.0,0.0
297095,N,0.0,0.0,SFRARA25618**C,25618,RA,0.0,0.0,0.0,,,0.0,0.0
297096,N,0.0,0.0,SFRARA25619**C,25619,RA,0.0,0.0,0.0,,,0.0,0.0
297097,N,0.0,0.0,SFRARA25619**C,25619,RA,0.0,0.0,0.0,,,0.0,0.0
297098,N,0.0,0.0,SFRARA25619**C,25619,RA,0.0,0.0,0.0,,,0.0,0.0
297099,N,0.0,0.0,SFRARA25620**C,25620,RA,0.0,0.0,0.0,,,0.0,0.0
297100,N,0.0,0.0,SFRARA25620**C,25620,RA,0.0,0.0,0.0,,,0.0,0.0
297101,N,0.0,0.0,SFRARA25620**C,25620,RA,0.0,0.0,0.0,,,0.0,0.0
297102,N,0.0,0.0,SFRARA25621**C,25621,RA,0.0,0.0,0.0,,,0.0,0.0
297103,N,0.0,0.0,SFRARA25621**C,25621,RA,0.0,0.0,0.0,,,0.0,0.0
297104,N,0.0,0.0,SFRARA25621**C,25621,RA,0.0,0.0,0.0,,,0.0,0.0
297105,N,0.0,0.0,SFRARA25622**C,25622,RA,0.0,0.0,0.0,,,0.0,0.0
297106,N,0.0,0.0,SFRARA25622**C,25622,RA,0.0,0.0,0.0,,,0.0,0.0
297107,N,0.0,0.0,SFRARA25622**C,25622,RA,0.0,0.0,0.0,,,0.0,0.0
297108,N,0.0,0.0,SFRARA25622**C,25622,RA,0.0,0.0,0.0,,,0.0,0.0
297109,N,0.0,0.0,SFRARA25623**C,25623,RA,0.0,0.0,0.0,,,0.0,0.0
297110,N,0.0,0.0,SFRARA25623**C,25623,RA,0.0,0.0,0.0,,,0.0,0.0
297111,N,0.0,0.0,SFRARA25623**C,25623,RA,0.0,0.0,0.0,,,0.0,0.0
297112,N,0.0,0.0,SFRARA25624**C,25624,RA,0.0,0.0,0.0,,,0.0,0.0
297113,N,0.0,0.0,SFRARA25624**C,25624,RA,0.0,0.0,0.0,,,0.0,0.0
297114,N,0.0,0.0,SFRARA25625**C,25625,RA,0.0,0.0,0.0,,,0.0,0.0
297115,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297116,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297117,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297118,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297119,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297120,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297121,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297122,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297123,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297124,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,LONG,,26.0,26.0
297125,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297126,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297127,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297128,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297129,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297130,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297131,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297132,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297133,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297134,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297135,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297136,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297137,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,23.0,23.0
297138,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,26.0,26.0
297139,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,28.0,12.0
297140,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,26.0,26.0
297141,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,40.0,12.0
297142,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,28.0,12.0
297143,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,28.0,12.0
297144,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,28.0,12.0
297145,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,28.0,12.0
297146,N,4.0,,SFRASR00003**C,00003,SR,0.0,0.0,35.0,CLEVELAND,,28.0,12.0
